3.972191532428274741e+02,3.484531597483541532e+02
4.058073628819580563e+02,3.488801714755805961e+02
4.086628218633868528e+02,3.471680226844810591e+02
4.059050741332196139e+02,3.486292884793176654e+02
4.082719768583407358e+02,3.481715546695327248e+02
4.105411683322003000e+02,3.479647038560106580e+02
4.078811318532945052e+02,3.491750866545843337e+02
4.035381714080983784e+02,3.490870222891026060e+02
4.056119403794349410e+02,3.493819374681064005e+02
3.846788281635468820e+02,3.469345516705943737e+02
4.061004966357427293e+02,3.481275224867918610e+02
4.060027853844811716e+02,3.483784054830547348e+02
4.082719768583407358e+02,3.481715546695327248e+02
4.124195148010136336e+02,3.487613850275402569e+02
4.122240922984905183e+02,3.492631510200660614e+02
4.059050741332196139e+02,3.486292884793176654e+02
4.081742656070791782e+02,3.484224376657955986e+02
4.126149373035367489e+02,3.482596190350144525e+02
4.057096516306964986e+02,3.491310544718434699e+02
4.129080710573213082e+02,3.475069700462257174e+02
4.145909950236117538e+02,3.488054172102811208e+02
3.991952109629023653e+02,3.489989579236208783e+02
4.103457458296771847e+02,3.484664698485364625e+02
4.148841287773964268e+02,3.480527682214923857e+02
4.122240922984905183e+02,3.492631510200660614e+02
4.103457458296771847e+02,3.484664698485364625e+02
4.123218035497520759e+02,3.490122680238031876e+02
4.149818400286579845e+02,3.478018852252295119e+02
4.210077244401442158e+02,3.491883967547666430e+02
4.097594783221079524e+02,3.499717678261139326e+02
4.148841287773964268e+02,3.480527682214923857e+02
4.146887062748733115e+02,3.485545342140182470e+02
4.171533202512559910e+02,3.478459174079703757e+02
4.191293779713308822e+02,3.483917155832370440e+02
4.126149373035367489e+02,3.482596190350144525e+02
4.233746271652654514e+02,3.487306629449817024e+02
4.328422380657499389e+02,3.468997277058418831e+02
4.190316667200693246e+02,3.486425985794999747e+02
4.190316667200693246e+02,3.486425985794999747e+02
4.234723384165270090e+02,3.484797799487187717e+02
4.276198763591999068e+02,3.490696103067263607e+02
4.253506848853403426e+02,3.492764611202483707e+02
4.254483961366019003e+02,3.490255781239854969e+02
4.256438186391250156e+02,3.485238121314596356e+02
4.232769159140038937e+02,3.489815459412446330e+02
4.256438186391250156e+02,3.485238121314596356e+02
4.233746271652654514e+02,3.487306629449817024e+02
4.256438186391250156e+02,3.485238121314596356e+02
4.273267426054152338e+02,3.498222592955150958e+02
4.234723384165270090e+02,3.484797799487187717e+02
4.234723384165270090e+02,3.484797799487187717e+02
4.253506848853403426e+02,3.492764611202483707e+02
4.299867790843211424e+02,3.486118764969414201e+02
4.319628368043960336e+02,3.491576746722080884e+02
4.319628368043960336e+02,3.491576746722080884e+02
4.343297395295171555e+02,3.486999408624231478e+02
4.254483961366019003e+02,3.490255781239854969e+02
4.321582593069191489e+02,3.486559086796822839e+02
4.342320282782555978e+02,3.489508238586860216e+02
4.262300861466942479e+02,3.470185141538821654e+02
4.256438186391250156e+02,3.485238121314596356e+02
4.236677609190501244e+02,3.479780139561929673e+02
4.279130101129845798e+02,3.483169613179376256e+02
4.296936453305364694e+02,3.493645254857301552e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.405510464435266158e+02,3.495846863994344744e+02
4.319628368043960336e+02,3.491576746722080884e+02
4.234723384165270090e+02,3.484797799487187717e+02
4.293028003254903524e+02,3.503680574707817641e+02
4.342320282782555978e+02,3.489508238586860216e+02
4.362080859983304890e+02,3.494966220339527467e+02
4.338411832732093671e+02,3.499543558437376873e+02
4.409418914485728465e+02,3.485811544143828087e+02
4.405510464435266158e+02,3.495846863994344744e+02
4.409418914485728465e+02,3.485811544143828087e+02
4.321582593069191489e+02,3.486559086796822839e+02
4.341343170269940401e+02,3.492017068549489522e+02
4.342320282782555978e+02,3.489508238586860216e+02
4.317674143018729183e+02,3.496594406647338928e+02
4.383795662209286093e+02,3.495406542166936106e+02
4.407464689460497311e+02,3.490829204069086700e+02
4.260346636441711325e+02,3.475202801464080267e+02
4.338411832732093671e+02,3.499543558437376873e+02
4.340366057757324825e+02,3.494525898512118829e+02
4.359149522445459297e+02,3.502492710227414818e+02
4.427225266661246224e+02,3.496287185821753383e+02
4.317674143018729183e+02,3.496594406647338928e+02
4.217894144502365634e+02,3.471813327846633683e+02
4.365012197521151620e+02,3.487439730451640116e+02
4.342320282782555978e+02,3.489508238586860216e+02
4.364035085008536043e+02,3.489948560414269423e+02
4.364035085008536043e+02,3.489948560414269423e+02
4.362080859983304890e+02,3.494966220339527467e+02
4.384772774721901669e+02,3.492897712204306799e+02
4.386726999747132822e+02,3.487880052279048755e+02
4.385749887234517246e+02,3.490388882241678061e+02
4.383795662209286093e+02,3.495406542166936106e+02
4.385749887234517246e+02,3.490388882241678061e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.470654871113207491e+02,3.497167829476570660e+02
4.363057972495920467e+02,3.492457390376898161e+02
4.340366057757324825e+02,3.494525898512118829e+02
4.383795662209286093e+02,3.495406542166936106e+02
4.386726999747132822e+02,3.487880052279048755e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.346228732833017148e+02,3.479472918736344127e+02
4.427225266661246224e+02,3.496287185821753383e+02
4.362080859983304890e+02,3.494966220339527467e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.451871406425073019e+02,3.489201017761274670e+02
4.304753353406288170e+02,3.473574615156268237e+02
4.284015663692922544e+02,3.470625463366230292e+02
4.384772774721901669e+02,3.492897712204306799e+02
4.405510464435266158e+02,3.495846863994344744e+02
4.405510464435266158e+02,3.495846863994344744e+02
4.365989310033767197e+02,3.484930900489010810e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.427225266661246224e+02,3.496287185821753383e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.385749887234517246e+02,3.490388882241678061e+02
4.384772774721901669e+02,3.492897712204306799e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.404533351922650581e+02,3.498355693956974051e+02
4.365012197521151620e+02,3.487439730451640116e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.432110829224324107e+02,3.483743036008607987e+02
4.431133716711708530e+02,3.486251865971237294e+02
4.431133716711708530e+02,3.486251865971237294e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.471631983625823068e+02,3.494658999513941922e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.446985843861995136e+02,3.501745167574420634e+02
4.448940068887226289e+02,3.496727507649162021e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.382818549696670516e+02,3.497915372129565412e+02
4.384772774721901669e+02,3.492897712204306799e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.384772774721901669e+02,3.492897712204306799e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.405510464435266158e+02,3.495846863994344744e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.407464689460497311e+02,3.490829204069086700e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.363057972495920467e+02,3.492457390376898161e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.426248154148630647e+02,3.498796015784382689e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.410396026998344041e+02,3.483302714181199349e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.385749887234517246e+02,3.490388882241678061e+02
4.448940068887226289e+02,3.496727507649162021e+02
4.448940068887226289e+02,3.496727507649162021e+02
4.404533351922650581e+02,3.498355693956974051e+02
4.471631983625823068e+02,3.494658999513941922e+02
4.471631983625823068e+02,3.494658999513941922e+02
4.471631983625823068e+02,3.494658999513941922e+02
4.475540433676285375e+02,3.484623679663425264e+02
4.473586208651054221e+02,3.489641339588683309e+02
4.472609096138438645e+02,3.492150169551312615e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.319628368043960336e+02,3.491576746722080884e+02
4.320605480556575912e+02,3.489067916759451577e+02
4.447962956374610712e+02,3.499236337611791328e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.431133716711708530e+02,3.486251865971237294e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.407464689460497311e+02,3.490829204069086700e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.448940068887226289e+02,3.496727507649162021e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.453825631450304172e+02,3.484183357836016626e+02
4.451871406425073019e+02,3.489201017761274670e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.408441801973112888e+02,3.488320374106457393e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.451871406425073019e+02,3.489201017761274670e+02
4.452848518937688596e+02,3.486692187798645932e+02
4.451871406425073019e+02,3.489201017761274670e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.427225266661246224e+02,3.496287185821753383e+02
4.426248154148630647e+02,3.498796015784382689e+02
4.427225266661246224e+02,3.496287185821753383e+02
4.406487576947881735e+02,3.493338034031715438e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.428202379173861800e+02,3.493778355859124076e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.430156604199092953e+02,3.488760695933866032e+02
4.429179491686477377e+02,3.491269525896495338e+02
4.450894293912457442e+02,3.491709847723903977e+02
4.449917181399841866e+02,3.494218677686533283e+02
4.448940068887226289e+02,3.496727507649162021e+02
4.409418914485728465e+02,3.485811544143828087e+02
4.407464689460497311e+02,3.490829204069086700e+02
4.451871406425073019e+02,3.489201017761274670e+02
4.449917181399841866e+02,3.494218677686533283e+02
